node,ARBid,old.pa.node,old.ARBname,Genbank.ID,clade,RDP.taxonomy,Kingdom,Phylum,Order,Family,Genus,Species,Strain
0,UncM5907,1716,UncM9980,EU650264,Thermoplasmata,"Archaea;""Euryarchaeota"";Thermoplasmata;unclassified_Thermoplasmata;",Archaea,Euryarchaeota,Thermoplasmata,unclassified_Thermoplasmata,,,
1,Unc028bj,1695,Unc04iu2,AF356633,Archaea,"Archaea;""Euryarchaeota"";Methanococci;Methanococcales;Methanocaldococcaceae;Methanocaldococcus;",Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,
2,Unc01raf,1736,Unc03ul8,FJ640802,Archaea,Archaea;unclassified_Archaea;,Archaea,unclassified_Archaea,,,,,
3,Unc0289v,1694,Unc04j2n,EF586031,Bacteria,"Bacteria;""Thermotogae"";Thermotogae;Petrotogales;Petrotogaceae;Defluviitoga;",Bacteria,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Defluviitoga,
4,OlnTmbo7,1600,OlsUmbo5,AJ251324,Bacteria,"Bacteria;""Actinobacteria"";Actinobacteria;Coriobacteridae;Coriobacteriales;""Coriobacterineae"";Coriobacteriaceae;Olsenella;",Bacteria,"""Actinobacteria""",Actinobacteria,Coriobacteridae,Coriobacteriales,"""Coriobacterineae""",Coriobacteriaceae;Olsenella;
98,Unc0287l,2252,Unc04j00,DQ395930,Tenericutes,"Bacteria;""Tenericutes"";Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;",Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,
99,Intnode,,,,Tenericutes,"Bacteria;""Tenericutes"";Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;",Bacteria,Tenericutes,Mollicutes,,,,
100,Unc86557,2244,Unc03fmh,EU505687,Firmicutes_Erysipelotrichia_Erysipelotrichale,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;unclassified_Erysipelotrichaceae;,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,unclassified_Erysipelotrichaceae,
101,Unc00gc9,2243,Unc02h6l,EU505676,Firmicutes_Erysipelotrichia_Erysipelotrichale,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;unclassified_Erysipelotrichaceae;,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,unclassified_Erysipelotrichaceae,
102,Intnode,,,,Firmicutes_Erysipelotrichia_Erysipelotrichale,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;unclassified_Erysipelotrichaceae;,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,unclassified_Erysipelotrichaceae,
103,Unc028ez,2242,Unc02h0d,EU504466,Firmicutes_Erysipelotrichia_Erysipelotrichale,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;unclassified_Erysipelotrichaceae;,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,unclassified_Erysipelotrichaceae,
104,Intnode,,,,Firmicutes_Erysipelotrichia_Erysipelotrichale,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;unclassified_Erysipelotrichaceae;,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,unclassified_Erysipelotrichaceae,
105,Unc76283,2248,Unc03ack,EU461496,Firmicutes_Erysipelotrichia_Erysipelotrichale,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;unclassified_Erysipelotrichaceae;,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,unclassified_Erysipelotrichaceae,
106,Unc02874,2247,Unc04izb,EU469940,Firmicutes_Erysipelotrichia_Erysipelotrichale,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;unclassified_Erysipelotrichaceae;,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,unclassified_Erysipelotrichaceae,
107,Intnode,,,,Firmicutes_Erysipelotrichia_Erysipelotrichale,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;unclassified_Erysipelotrichaceae;,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,unclassified_Erysipelotrichaceae,
108,Intnode,,,,Firmicutes_Erysipelotrichia_Erysipelotrichale,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;unclassified_Erysipelotrichaceae;,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,,
109,Unc00jw7,2241,Unc03j13,EU776822,Firmicutes_Erysipelotrichia_Erysipelotrichale,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Catenibacterium;,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Catenibacterium,
110,Intnode,,,,Firmicutes_Erysipelotrichia_Erysipelotrichale,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Catenibacterium;,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,,
111,Intnode,,,,Firmicutes_Erysipelotrichia_Erysipelotrichale,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Catenibacterium;,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,,
112,UncFi237,2177,UncFi120,AF445685,Firmicutes_Bacilli,Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae 1;Paenibacillus;,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae 1,Paenibacillus,
113,UncE4547,2178,UncEu781,AJ132738,Firmicutes_Bacilli,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillales_Incertae Sedis XII;Exiguobacterium;,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillales_Incertae Sedis XII,Exiguobacterium,
114,Unc028ex,2232,Unc030c6,EU465884,Bacillales_Bacillaceae_4,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae 2;Terribacillus;,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 2,Terribacillus,
115,SliRos18,2222,SlsRos14,DQ001316,Staphylococcus_1,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Salinicoccus;,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,
116,Unc0287o,2224,Unc04j03,DQ817842,Staphylococcus_1,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,
117,StaAu853,2225,StaAur61,CP000730,Staphylococcus_1,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,
118,StaEqu40,2223,StaEqu54,AB334773,Staphylococcus_1,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,
119,Unc61336,2228,Unc99899,DQ057408,Staphylococcus_1,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,
120,Intnode,,,,Staphylococcus_1,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,
121,Intnode,,,,Staphylococcus_1,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,
122,Intnode,,,,Staphylococcus_1,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,
123,Intnode,,,,Staphylococcus_1,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;,Bacteria,Firmicutes,Bacilli,Bacillales,,,
124,Unc028d8,2180,Unc001q5,DQ129490,Bacillales_Bacillaceae_Bacillus_1,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae 1;Bacillus;,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Bacillus,
125,Unc0287j,2179,Unc04izy,DQ129485,Bacillales_Bacillaceae_Bacillus_1,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae 1;Bacillus;,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Bacillus,
126,Intnode,,,,Bacillales_Bacillaceae_Bacillus_1,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae 1;Bacillus;,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Bacillus,
127,Unc0287t,2197,Unc04j0a,EU463866,Lactobacillales,Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Leuconostoc;,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,
128,LcnSpec2,2196,LeuSpe10,AJ937758,Lactobacillales,Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Leuconostoc;,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,
129,Intnode,,,,Lactobacillales,Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Leuconostoc;,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,
130,LacDel61,2199,LacDelb3,AY773949,Lactobacillaceae,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,
131,Intnode,,,,Lactobacillaceae,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;,Bacteria,Firmicutes,Bacilli,Lactobacillales,,,
132,Unc028d3,2201,Unc40183,AF371489,Lactobacillaceae,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus;,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,
133,Intnode,,,,Lactobacillaceae,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus;,Bacteria,Firmicutes,Bacilli,Lactobacillales,,,
134,LacSa165,2202,LacSal61,EU559602,Lactobacillales,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,
135,Intnode,,,,Lactobacillales,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;,Bacteria,Firmicutes,Bacilli,Lactobacillales,,,
136,AlbPutr4,2182,AkbPutr5,AB294170,Lactobacillales,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Alkalibacterium;,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Alkalibacterium,
137,Intnode,,,,Lactobacillales,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Alkalibacterium;,Bacteria,Firmicutes,Bacilli,Lactobacillales,,,
138,VagLutr2,2188,VagLutr6,DQ395281,Lactobacillales,Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Vagococcus;,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,
139,Unc0285r,2192,Unc04ixi,EF096420,Lactobacillales,Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,
140,Unc0287v,2190,Unc04j0c,EU472841,Lactobacillales,Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,
141,Unc0286g,2189,Unc04iyh,DQ818417,Lactobacillales,Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,
142,Intnode,,,,Lactobacillales,Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;,Bacteria,Firmicutes,Bacilli,Lactobacillales,,,
143,Intnode,,,,Lactobacillales,Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;,Bacteria,Firmicutes,Bacilli,Lactobacillales,,,
144,Intnode,,,,Lactobacillales,Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;,Bacteria,Firmicutes,Bacilli,Lactobacillales,,,
145,StrSp113,2183,StpSpe43,AF432139,Lactobacillales,Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,
146,StrMut99,2184,StpMut90,DQ677717,Lactobacillales,Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,
147,Unc02876,2185,Unc04izd,EU772618,Lactobacillales,Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,
148,Intnode,,,,Lactobacillales,Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,
149,Intnode,,,,Lactobacillales,Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,
150,Intnode,,,,Lactobacillales,Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;,Bacteria,Firmicutes,Bacilli,Lactobacillales,,,
151,Intnode,,,,Lactobacillales,Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;,Bacteria,Firmicutes,Bacilli,Lactobacillales,,,
152,Unc39666,2207,Unc42958,AJ244307,Bacillales_Bacillaceae_Bacillus_1,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae 1;Bacillus;,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Bacillus,
153,Intnode,,,,Bacillales_Bacillaceae_Bacillus_1,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae 1;Bacillus;,Bacteria,Firmicutes,Bacilli,Bacillales,,,
154,Intnode,,,,Bacillales_Bacillaceae_Bacillus_1,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae 1;Bacillus;,Bacteria,Firmicutes,Bacilli,Bacillales,,,
155,LsnSp205,2210,LysSp185,FJ009418,Bacillales_Planococcaceae_2,Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Lysinibacillus;,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,
156,Unc0288e,2212,Unc04j0x,EU466800,Bacillales_Planococcaceae_2,Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;unclassified_Planococcaceae;,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,unclassified_Planococcaceae,
157,Unc028ec,2211,Unc02xss,EU458367,Bacillales_Planococcaceae_2,Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;unclassified_Planococcaceae;,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,unclassified_Planococcaceae,
158,Intnode,,,,Bacillales_Planococcaceae_2,Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;unclassified_Planococcaceae;,Bacteria,Firmicutes,Bacilli,Bacillales,,,
159,Intnode,,,,Bacillales_Planococcaceae_2,Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;unclassified_Planococcaceae;,Bacteria,Firmicutes,Bacilli,Bacillales,,,
160,UncP2052,2217,UncP2812,EU175941,Bacillales_Planococcaceae_2,Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Planomicrobium;,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planomicrobium,
161,PlcMar12,2216,PlcMar11,AF500007,Bacillales_Planococcaceae_2,Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Planomicrobium;,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planomicrobium,
162,Intnode,,,,Bacillales_Planococcaceae_2,Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Planomicrobium;,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planomicrobium,
163,UncP2053,2215,UncP2813,EU175944,Bacillales_Planococcaceae_2,Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Planomicrobium;,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planomicrobium,
164,Intnode,,,,Bacillales_Planococcaceae_2,Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Planomicrobium;,Bacteria,Firmicutes,Bacilli,Bacillales,,,
165,Intnode,,,,Bacillales_Planococcaceae_2,Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Planomicrobium;,Bacteria,Firmicutes,Bacilli,Bacillales,,,
166,Intnode,,,,Bacillales_Planococcaceae_2,Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Planomicrobium;,Bacteria,Firmicutes,Bacilli,Bacillales,,,
167,Intnode,,,,Bacillales_Planococcaceae_2,Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Planomicrobium;,Bacteria,Firmicutes,Bacilli,Bacillales,,,
168,Unc028ei,2234,Unc02n53,EU219941,Bacillales_Bacillaceae_4,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae 2;unclassified_Bacillaceae 2;,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 2,unclassified_Bacillaceae 2,
169,VrgSpe81,2233,VirSp115,EU868856,Bacillales_Bacillaceae_4,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae 2;Virgibacillus;,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 2,Virgibacillus,
170,UncM1720,2235,Unc04iy1,AY351787,Bacillales_Bacillaceae_4,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae 2;Pontibacillus;,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 2,Pontibacillus,
171,Intnode,,,,Bacillales_Bacillaceae_4,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae 2;Pontibacillus;,Bacteria,Firmicutes,Bacilli,Bacillales,,,
172,Intnode,,,,Bacillales_Bacillaceae_4,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae 2;Pontibacillus;,Bacteria,Firmicutes,Bacilli,Bacillales,,,
173,Intnode,,,,Bacillales_Bacillaceae_4,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae 2;Pontibacillus;,Bacteria,Firmicutes,Bacilli,Bacillales,,,
174,Intnode,,,,Bacillales_Bacillaceae_4,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae 2;Pontibacillus;,Bacteria,Firmicutes,Bacilli,Bacillales,,,
175,Intnode,,,,Bacillales_Bacillaceae_4,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae 2;Pontibacillus;,Bacteria,Firmicutes,Bacilli,Bacillales,,,
176,Intnode,,,,Bacillales_Bacillaceae_4,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae 2;Pontibacillus;,Bacteria,Firmicutes,Bacilli,Bacillales,,,
177,Unc0285a,2256,Unc04iww,DQ804297,Firmicutes_Bacilli,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Turicibacter;,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,
178,Intnode,,,,Firmicutes_Bacilli,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Turicibacter;,Bacteria,Firmicutes,,,,,
179,Intnode,,,,Firmicutes_Bacilli,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Turicibacter;,Bacteria,Firmicutes,,,,,
180,Unc028c3,115,EU469584.1,EU469584,Negativicutes_Selenomonadales,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae;unclassified_Acidaminococcaceae;,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,unclassified_Acidaminococcaceae,
181,Unc0285x,116,Unc04ixo,EF403290,Negativicutes_Selenomonadales,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae;Phascolarctobacterium;,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Phascolarctobacterium,
182,Unc0287m,117,Unc04j01,DQ807325,Negativicutes_Selenomonadales,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae;Phascolarctobacterium;,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Phascolarctobacterium,
183,Intnode,,,,Negativicutes_Selenomonadales,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae;Phascolarctobacterium;,Bacteria,Firmicutes,Negativicutes,Selenomonadales,,,
184,Intnode,,,,Negativicutes_Selenomonadales,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae;Phascolarctobacterium;,Bacteria,Firmicutes,Negativicutes,Selenomonadales,,,
185,Unc0285j,121,Unc04ix8,DQ794816,Veillonellaceae,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Dialister;,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister,
186,Unc002w1,120,Unc009eh,DQ795679,Veillonellaceae,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Dialister;,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister,
187,Intnode,,,,Veillonellaceae,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Dialister;,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,,
188,Unc01h9s,124,Unc041vy,FJ363168,Veillonellaceae,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Megasphaera;,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera,
189,Unc68168,123,Unc04iz5,EU473620,Veillonellaceae,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Megasphaera;,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera,
190,Intnode,,,,Veillonellaceae,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Megasphaera;,Bacteria,Firmicutes,Negativicutes,Selenomonadales,,,
191,Intnode,,,,Veillonellaceae,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Megasphaera;,Bacteria,Firmicutes,Negativicutes,Selenomonadales,,,
192,Intnode,,,,Veillonellaceae,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Megasphaera;,Bacteria,Firmicutes,Negativicutes,Selenomonadales,,,
193,Unc28208,113,Unc027ci,EF515627,Negativicutes_Selenomonadales,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae;unclassified_Acidaminococcaceae;,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,unclassified_Acidaminococcaceae,
194,Intnode,,,,Negativicutes_Selenomonadales,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae;unclassified_Acidaminococcaceae;,Bacteria,Firmicutes,Negativicutes,Selenomonadales,,,
195,Intnode,,,,Negativicutes_Selenomonadales,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae;unclassified_Acidaminococcaceae;,Bacteria,Firmicutes,Negativicutes,Selenomonadales,,,
196,Unc78512,2042,Unc04j2k,EU459807,Clostridiales,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium XlVb;,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVb,
197,Unc028ai,2043,Unc04j39,EU459220,Clostridiales,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Cellulosilyticum;,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum,
198,Intnode,,,,Clostridiales,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Cellulosilyticum;,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
199,Unc76676,2130,Unc02sws,EU452495,Lachnospiraceae_1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified_Lachnospiraceae;,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified_Lachnospiraceae,
200,Unc0289g,2129,Unc04j27,EF099309,Lachnospiraceae_1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified_Lachnospiraceae;,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified_Lachnospiraceae,
201,Intnode,,,,Lachnospiraceae_1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified_Lachnospiraceae;,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
202,Unc0288v,2044,Unc04j1g,AJ408985,Lachnospiraceae_1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiracea_incertae_sedis;,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiracea_incertae_sedis,
